"30e22eb9-1937-4338-a4a2-ffde138f9e96","INDUSTRIAL UNIT",22207,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"Manufacture of moulded industrial accessories of plastics"
"8bad38d8-6ece-49c1-9f87-868c0032b89b",,68100,0,0,"None of these",,"New Project (New Site)","Other Industries","Large - more than 10 crores",,,"industrial"
"d7cfeba4-49c5-4d8a-8015-9d1d367c5c3c",,,0,0,"Export Oriented",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Manufacture"
"d69a2464-64e6-4167-8f81-dbc1dbfd5fc9",,,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"ICE Factory"
"0c6c90c6-72b2-4310-8144-85a1ec6fd347",,,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Packaging"
"08235088-fdac-4151-be3a-c65908bdd39b",,,0,1,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Brick Kiln"
"d3e4195a-80ba-4a2f-b9ec-6dba4bc17fe6","Food Processing",,0,0,"Highly Technical",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Small - more than 25 lakhs and less �than or upto 5 crores",,,
"6dca64c5-5181-4786-9b5f-b31d00101024",,,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Paper and packing"
"7b0c6f54-ea01-454f-a17a-0d930985ed6c",,,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Lead Ingots"
"3460fde7-fc90-417a-920d-b29e31453053",,,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"Education"
"ffe7e8f1-894c-4903-96da-edd3156b327b","STEEL PIPE AND TUBE MANUFACTURING",,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"STEEL PIPE AND TUBE MANUFACTURING"
"a2811d63-46c3-493b-8961-0b6e6e091626","Business Expansion",,0,0,"None of these",,"Expansion Project","Other Industries","Large - more than 10 crores",,,"Stainless Steel Cutlery,Utensils"
"d3d99f80-3fc8-4edd-9743-a51e280d0228","Manufacturing Recycled Kraft Paper","4804 29 00,4804 39 00",0,0,"Highly Technical",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Recycled Kraft Paper"
