FA0C7B96-130D-43D3-9DB3-76F6C070127B,0,Not Applicable,NA,NA,2016-08-29,2016-08-29,82C9C18C-E1FA-4A83-9956-9759919C3E11
2C702962-18A5-4C5D-BF43-25314B0CC3A2,82.5,DG Set,HSD,Cyclone Separator,2016-08-30,2016-08-30,C408476F-02EE-414D-89F6-07061D9FA201
BA70D336-EBF1-491F-A0BA-8833896731E5,82.5,DG Set,HSD,Cyclone Separator,2016-08-30,2016-08-30,C408476F-02EE-414D-89F6-07061D9FA201
F9DFE2DC-A13F-4296-A617-0A1A02C1076E,0,Not Applicable,NA,NA,2016-08-30,2016-08-30,80C03581-D5C9-410D-B4B4-D1951ED7CE75
ECF9A7E7-8441-4DA5-9B97-7308958646CC,1,DG Set,Electricity,ESP(ElectroStatic Presipretator),2016-08-31,2016-08-31,8BAD38D8-6ECE-49C1-9F87-868C0032B89B
6C46A5B4-6C5C-48A5-86AD-27CB5BF8B2C1,0,Not Applicable,NA,NA,2016-08-31,2016-08-31,042B7C0F-46DA-4476-9371-D242ADE6E2D4
BD883C48-AD92-4FD3-814C-38BE9828AE6A,0,Not Applicable,NA,NA,2016-08-31,2016-08-31,D9057B15-70E3-4B19-8040-0613FAB771E9
ADA5F9E3-CCA2-4274-A1B0-8E5919A25218,20,DG Set,HSD,Cyclone Separator,2016-09-01,2016-09-01,00E126E3-0761-4236-9F7F-07710F9972E7
262FCB37-1FD7-4809-9AA4-C4B81D41B71F,0.1,Furnace,Electricity,Cyclone Separator,2016-09-01,2016-09-01,5BD29689-C395-46AE-894C-7FBE2B1B9D09
14A370B1-EDD9-496C-8107-200F31619D56,62.5,DG Set,LDO,Bag Filters,2016-09-01,2016-09-01,D83FF702-2250-43AE-948C-7805F7F53F86
1D325753-3BDA-4618-8433-A7ECC5822DEE,180,DG Set,HSD,Adequate Stack Height Only,2016-09-01,2016-09-01,E558553B-1232-42C0-B5B7-F4EC1E454E46
0F3BA315-F129-482A-8D1C-0239F182D3FC,8,Boiler,Other - dried ingesta,Multi-Cyclone Separator,2016-09-02,2016-09-02,4681B2E5-2D30-45B0-8F70-CC5D53BAEC70
B89A82D6-87D5-4C9A-AE36-73F5B697F865,0,Not Applicable,NA,NA,2016-09-02,2016-09-02,A264B82D-1E5A-48A5-A848-CC1D9C185A3D
BCC7BC42-A52C-4133-AC94-3868C217D570,6,Boiler,Rice Husk,Scrubber,2016-09-03,2016-09-03,03503DA3-56E5-445D-950B-CC56ED5FD22B
C21C88B6-B93A-4B87-9837-E0D7855A708A,180,DG Set,Other - Diesel,Multi-Cyclone Separator,2016-09-06,2016-09-06,2DB71826-2756-453E-9C97-970EF528CB09
0748E0E6-C7F1-4C8E-95E7-E08B478FDA8A,125,Boiler,Other - Diesel,Cyclone Separator,2016-09-06,2016-09-06,2DB71826-2756-453E-9C97-970EF528CB09
5E16B951-B4EC-495B-B3E6-C27D2610D164,0,Not Applicable,NA,NA,2016-09-06,2016-09-06,0ED03FB1-60BB-4F28-A48F-0483BA1AD5E8
2FC787C9-22AB-498C-8FCD-6505752C7F67,180,DG Set,Other - Diesel,Adequate Stack Height Only,2016-09-06,2016-09-06,5CD86B4F-650E-417A-BD6F-CE643D786F38
F3FD08B9-D2A0-4124-A950-76CC8E7FD640,125,DG Set,Other - Diesel,Adequate Stack Height Only,2016-09-06,2016-09-06,5CD86B4F-650E-417A-BD6F-CE643D786F38
65B0DB27-58F1-4065-9B81-F47427AB914D,1,Boiler,Electricity,Cyclone Separator,2016-09-06,2016-09-06,329A1B84-559F-4C9D-AE86-56ED96BB5D66
A96D22DB-51F7-4606-A654-9792FA188ABC,1,Boiler,Electricity,Cyclone Separator,2016-09-06,2016-09-06,33AE3426-AAF7-402D-9BDA-77469D8DF13B
8445663E-A1A4-42FA-A56D-63EB4E2BE5F3,0,Not Applicable,NA,NA,2016-09-08,2016-09-08,B6A52FBA-36A4-4B8F-9CD1-518149120D41
